Timestamp,Location,PM2.5,PM10,NO2,NH3,SO2,CO,O3,City,AQI
29-11-2023,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),23.92,95.17,19.01,31.44,2.23,1.1,4.67,Mumbai,95.17
30-11-2023,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),29.71,112.39,24.57,29.89,7.69,1.03,7.72,Mumbai,108.5678523
01-12-2023,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),46.28,155.27,18.14,33.76,17.28,1.25,6.92,Mumbai,137.0585906
02-12-2023,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),46.7,161.64,22.14,35.05,18.15,1.42,6.92,Mumbai,141.2910067
03-12-2023,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),45.46,162.08,21.98,33.73,19.29,1.55,7.58,Mumbai,141.5833557
04-12-2023,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),42.94,150.39,21.82,32.15,18.47,1.37,5.83,Mumbai,133.8161745
05-12-2023,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),45.91,157.87,18.8,34.54,18.2,1.29,6.34,Mumbai,138.7861074
06-12-2023,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),48.47,156.72,19.5,34.32,17.5,1.14,8.51,Mumbai,138.0220134
07-12-2023,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),33.7,113.85,21.05,31.78,17.42,0.97,6.26,Mumbai,109.5379195
08-12-2023,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),37.23,135.09,23.73,27.75,17.68,1.3,6.41,Mumbai,123.6504027
09-12-2023,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),37.34,140.18,19.77,25.09,18.37,1.41,6.35,Mumbai,127.032349
10-12-2023,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),35.31,130.51,22.79,22.54,18.66,1.49,7.03,Mumbai,120.6073154
11-12-2023,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),36.94,136.52,28.91,22,18.87,1.53,6.84,Mumbai,124.6005369
12-12-2023,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),31.5,134.12,26.33,21.52,19.31,1.18,8.73,Mumbai,123.005906
13-12-2023,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),39.72,144.98,31.25,25.87,19.89,1.4,7.65,Mumbai,130.2216107
14-12-2023,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),45.48,165.49,27.16,25.67,19.93,1.54,8.38,Mumbai,143.8490604
15-12-2023,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),47.34,182.66,22.4,26.36,21.4,1.71,6.97,Mumbai,155.2573154
16-12-2023,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),42.05,159.64,27.7,26.47,20.97,1.61,9.11,Mumbai,139.9621477
17-12-2023,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),41.33,148.48,14.4,22.09,18.7,1.24,11.67,Mumbai,132.5471141
18-12-2023,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),42.85,154.94,13.98,19.99,18.49,1.02,13.92,Mumbai,136.8393289
19-12-2023,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),42.22,153.96,13.29,21.59,19.43,1.04,12.78,Mumbai,136.1881879
20-12-2023,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),40.37,160.12,19.88,22.65,20.11,1.33,10.95,Mumbai,140.2810738
21-12-2023,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),55.38,203.81,32.64,25.48,20.35,1.79,11.68,Mumbai,169.31
22-12-2023,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),54.15,207.8,32.91,29.92,23.11,2.78,6.45,Mumbai,171.9610738
23-12-2023,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),31.92,130.02,29.37,26.81,24.14,2.47,7.58,Mumbai,120.281745
24-12-2023,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),29.39,120.74,25.64,24.76,23.53,2.02,9.95,Mumbai,114.1158389
25-12-2023,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),27.27,109.79,28.22,23.51,21.14,1.75,11.19,Mumbai,106.8403356
26-12-2023,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),35.83,142.25,33.78,28.87,23.32,2.47,11.12,Mumbai,128.4077181
27-12-2023,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),35.41,142.44,31.97,27.93,23.6,2.5,7.66,Mumbai,128.5339597
28-12-2023,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),43.5,144.31,28.66,31.87,23.71,2.19,11.08,Mumbai,129.776443
29-12-2023,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),35.77,139.71,29.15,39.21,22.75,2.05,10.2,Mumbai,126.7200671
30-12-2023,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),35.37,143.25,30.67,39.57,24,2.35,9.17,Mumbai,129.0721477
31-12-2023,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),30.04,121.51,28.41,33.99,23.6,2.05,9.73,Mumbai,114.6274497
01-01-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),30.41,114.12,31.36,29,21.37,1.84,11.91,Mumbai,109.7173154
02-01-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),31.52,118.79,28.09,27.8,20.67,1.65,10.43,Mumbai,112.8202013
03-01-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),30.66,118.94,30.73,30.1,21.24,1.7,7.4,Mumbai,112.9198658
04-01-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),34.28,126.07,27.21,28.08,21.32,1.87,5.18,Mumbai,117.6572483
05-01-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),34.05,129.48,23.71,26.94,20.75,1.75,6.23,Mumbai,119.922953
06-01-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),31.58,124.49,21.78,26.66,21.21,1.82,6.67,Mumbai,116.6074497
07-01-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),30.09,115.92,22.38,26.83,21.05,1.85,6.87,Mumbai,110.9132886
08-01-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),22.08,92.2,23.59,27.18,20.92,1.45,8.07,Mumbai,92.2
09-01-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),26.8,112.81,15.08,24.31,20.31,1.53,5.77,Mumbai,108.8469128
10-01-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),17.88,76,24.59,22.35,20.42,1.31,4.88,Mumbai,76
11-01-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),23.25,90.52,22.72,26.33,21.15,1.45,8.76,Mumbai,90.52
12-01-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),26.77,109.86,14.83,30.66,23.39,1.99,7.75,Mumbai,106.8868456
13-01-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),29.36,118.15,26.96,32.65,23.91,2.02,7.02,Mumbai,112.3949664
14-01-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),16.97,81.77,16.91,27.43,22.8,1.52,5.33,Mumbai,81.77
15-01-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),8.98,52.03,22.67,23.3,19.99,0.92,6.18,Mumbai,52.03
16-01-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),14.94,70.89,27.17,25.66,18.85,1.04,8.94,Mumbai,70.89
17-01-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),18.55,78.17,22.85,26.75,19.62,1.22,7.8,Mumbai,78.17
18-01-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),20.04,85.97,23.4,26.27,19.52,1.27,7.04,Mumbai,85.97
19-01-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),26.33,104.26,24.87,26.14,19.62,1.33,9.23,Mumbai,103.1660403
20-01-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),31.78,126.3,31.48,27.92,20.44,1.77,8.36,Mumbai,117.8100671
21-01-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),23.63,100.08,22.85,24.14,19.79,1.37,8.21,Mumbai,65.7
22-01-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),26.01,102.98,28.15,24.11,20.73,1.65,9.76,Mumbai,102.3155705
23-01-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),17.43,87.64,28.44,24.28,19.77,1.18,8.31,Mumbai,87.64
24-01-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),19.07,87.97,26.13,26.16,19.72,1.29,7.6,Mumbai,87.97
25-01-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),19.09,88.59,25.81,24.7,19.4,1.31,10.33,Mumbai,88.59
26-01-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),23.33,96.1,32.97,28.02,20.66,1.79,11.7,Mumbai,96.1
27-01-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),21.21,88.71,9.64,37.88,21.44,1.66,7.69,Mumbai,88.71
28-01-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),21.65,97.76,23.23,31.96,22.51,1.77,7.03,Mumbai,97.76
29-01-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),26.64,106.82,7.04,27.95,22.53,1.87,7.08,Mumbai,104.8669799
30-01-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),25.75,108.73,36.77,22.05,20.66,1.67,10.44,Mumbai,106.1360403
31-01-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),24.05,99.73,19.95,20.17,19.92,1.67,6.42,Mumbai,99.73
01-02-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),15.71,69.39,11.27,20.32,19.28,1.31,2.3,Mumbai,69.39
02-02-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),13.52,67.24,28.72,18.97,18.63,1.15,4.88,Mumbai,67.24
03-02-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),22.11,96.49,30.87,20.94,18.61,1.41,10.05,Mumbai,96.49
04-02-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),28.7,120.66,32.42,22.54,20.23,2,9.52,Mumbai,114.0626846
05-02-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),26.82,115.23,29.87,23.04,20.89,2.19,5.69,Mumbai,110.4548322
06-02-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),25.43,115.36,21.63,25.47,22.01,1.94,4.89,Mumbai,110.5412081
07-02-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),22.05,98.77,29.92,22.64,19.61,1.29,7.51,Mumbai,98.77
08-02-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),21.7,99.28,22.91,23.17,19.27,1.42,6.45,Mumbai,99.28
09-02-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),23.44,107.66,27.33,22.68,19.11,1.61,7.45,Mumbai,105.4251007
10-02-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),20.29,99.68,28.48,20.94,18.14,1.38,9.66,Mumbai,99.68
11-02-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),22.17,100.58,31.9,22.06,18.58,1.59,10.3,Mumbai,77.67777778
12-02-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),26.16,109.88,36.2,24.97,19.21,1.89,9.68,Mumbai,106.9001342
13-02-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),24.3,105.95,25.96,24.06,18.74,1.63,8.8,Mumbai,104.2889262
14-02-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),22.87,103.31,24.28,23.74,18.39,1.49,10.52,Mumbai,102.5348322
15-02-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),26.85,115.23,25.31,41.58,21.07,1.76,8.52,Mumbai,110.4548322
16-02-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),36.02,159.89,42.3,19.43,20.49,2.51,11.37,Mumbai,140.128255
17-02-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),33.21,142.95,40.37,16.34,21.58,2.59,11.06,Mumbai,128.8728188
18-02-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),26.99,119.14,33.74,14.01,22.25,2.23,9.84,Mumbai,113.0527517
19-02-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),19.64,91.05,23.41,11.78,20.46,1.74,6.63,Mumbai,91.05
20-02-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),12.02,66.62,25.06,13.12,19.76,1.37,5.76,Mumbai,66.62
21-02-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),8.6,45.6,16.06,10.22,19.14,1.15,4.34,Mumbai,53.72222222
22-02-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),11.96,58.17,22.33,10.67,17.76,1.04,5.47,Mumbai,58.17
23-02-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),14.19,77.01,25.71,11.56,17.26,1.14,8.12,Mumbai,77.01
24-02-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),17.27,98.56,26.34,11.32,17.33,1.33,12.18,Mumbai,98.56
25-02-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),21.07,102.73,35.63,12.16,18.67,1.84,11.61,Mumbai,102.1494631
26-02-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),26.29,114.54,42.81,10.39,19.09,2.1,15.82,Mumbai,109.9963758
27-02-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),27.22,120.96,36.52,10.55,20.48,2.19,9.45,Mumbai,114.2620134
28-02-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),23.54,111.73,45.17,11.52,21.77,1.91,10.15,Mumbai,108.1293289
29-02-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),30.14,127.77,38.86,10.39,22.9,2.25,10.04,Mumbai,118.7867785
01-03-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),35.13,148.06,24.21,9.75,24.5,1.8,7.33,Mumbai,132.2680537
02-03-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),13.3,58.21,17.69,9.11,25.45,1.07,4.91,Mumbai,58.21
03-03-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),9.83,54.71,21.23,8.12,20.78,0.79,6.7,Mumbai,54.71
04-03-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),10.04,56.53,25.93,8.32,18.64,1.01,10.22,Mumbai,56.53
05-03-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),21.98,103.28,32.65,8.41,19.13,1.47,12.14,Mumbai,102.5148993
06-03-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),21.93,103.02,39.96,7.66,21.5,1.88,10.77,Mumbai,102.3421477
07-03-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),21.24,99.69,35.96,8.48,20.86,1.52,13.6,Mumbai,99.69
08-03-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),23.31,115.55,36.63,8.51,20.6,1.59,10.56,Mumbai,110.6674497
09-03-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),24.2,112.53,32.52,8.06,19.67,1.64,10.4,Mumbai,108.6608725
10-03-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),24.84,,36.77,6.95,18.99,1.7,10.94,Mumbai,83.66666667
11-03-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),26.83,112.05,37.63,7.33,21.37,1.76,10.91,Mumbai,108.3419463
12-03-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),22.14,121.5,33.5,7.47,22.6,1.45,11.68,Mumbai,114.6208054
13-03-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),15.33,77.62,24.84,7.75,20.75,1.16,6.97,Mumbai,77.62
14-03-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),16.07,80.57,23.26,7.7,19.67,1.08,7.06,Mumbai,80.57
15-03-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),25.01,117.49,20.65,6.4,18.89,1.03,8.15,Mumbai,111.956443
16-03-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),23.92,116.31,10.9,6.55,19.06,1.31,8.29,Mumbai,111.1724161
17-03-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),20.48,91.06,,,18.06,,,Mumbai,91.06
18-03-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),18.11,84.35,31.52,6,19.61,1.01,9.12,Mumbai,84.35
19-03-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),20.09,97.49,25.73,7.88,20.42,1.15,9.98,Mumbai,97.49
20-03-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),23.08,119.45,31.38,10.35,21.36,1.68,9.98,Mumbai,113.2587248
21-03-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),26.07,120.67,26.34,13.12,21.94,1.81,13.49,Mumbai,114.0693289
22-03-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),24.93,98.68,28.98,7.43,22.32,1.85,6.58,Mumbai,98.68
23-03-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),19.29,85.96,24.41,7.09,20.56,1.38,6.8,Mumbai,85.96
24-03-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),15.45,67.6,16.01,6.86,19.26,1.03,5.81,Mumbai,67.6
25-03-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),14.27,58.5,17.29,9.49,18.7,1.34,7.17,Mumbai,64.06666667
26-03-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),12.16,56.26,18.64,7.46,17.95,1.04,5.57,Mumbai,56.26
27-03-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),19.34,77.66,10.86,6.59,18.42,1.12,4.54,Mumbai,77.66
28-03-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),36.69,132.3,8.96,6.33,18.83,1.21,4.14,Mumbai,121.7966443
29-03-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),37.22,134.16,15.54,6.06,18.57,1.16,4.56,Mumbai,123.0324832
30-03-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),41.46,155.1,16.29,7.89,18.22,1.27,4.78,Mumbai,136.9456376
31-03-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),40.5,156.31,15.84,16.92,18.15,1.25,6.33,Mumbai,137.7495973
01-04-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),53.41,183.21,18.66,19.24,17.93,1.22,7.17,Mumbai,155.6227517
02-04-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),66.96,219.56,19.99,12.57,17.67,1.14,6.71,Mumbai,179.7747651
03-04-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),48.43,137.21,18.3,10.34,17.42,1.2,6.78,Mumbai,125.0589933
04-04-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),37.73,109.83,17.3,14.72,17.34,1.19,6.04,Mumbai,106.8669128
05-04-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),39.94,126.81,16.17,27.12,17.64,1.14,5.82,Mumbai,118.1489262
06-04-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),45.72,148.41,17.95,43.89,18.36,1.32,9.63,Mumbai,132.500604
07-04-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),31.1,97.92,16.75,33.64,17.44,1.07,9.19,Mumbai,97.92
08-04-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),31.94,98.33,13.29,26.4,17.01,1.03,6.46,Mumbai,98.33
09-04-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),35.67,104.16,11.59,29.81,17.34,1.07,5.49,Mumbai,103.0995973
10-04-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),33.56,94.73,16.62,19.5,16.6,1.04,5.05,Mumbai,94.73
11-04-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),29.5,87.56,11.92,23.67,16.64,1.06,6.3,Mumbai,87.56
12-04-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),26.5,79.24,10.24,27.44,16.67,0.95,5.26,Mumbai,79.24
13-04-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),23.89,71.02,14.41,21.09,16.08,0.88,5.36,Mumbai,71.02
14-04-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),26.51,78.77,9.77,32.98,16.56,0.94,4.98,Mumbai,78.77
15-04-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),44.95,135.76,7.34,127.02,25.01,1.46,6.71,Mumbai,124.0955705
16-04-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),50.82,148.59,28.43,5.49,22.74,1.61,7.13,Mumbai,132.6202013
17-04-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),33.84,81.66,20.24,4.18,18.82,0.92,7.24,Mumbai,81.66
18-04-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),38.63,104.36,18.58,4.95,17.31,1,5.21,Mumbai,103.2324832
19-04-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),32.59,92.64,18.47,4.64,16.5,0.89,5.41,Mumbai,92.64
20-04-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),38.96,120.34,22.54,3.74,15.7,0.88,6.25,Mumbai,113.8500671
21-04-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),24.97,80.91,21.54,3.58,14.86,0.83,5.37,Mumbai,80.91
22-04-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),24.01,78.78,25.84,4.08,14.54,0.86,5.83,Mumbai,78.78
23-04-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),32.66,98.2,18.06,5.96,15.27,0.98,5.29,Mumbai,98.2
24-04-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),35.52,107.73,13.6,7.93,15.89,0.92,5.38,Mumbai,105.4716107
25-04-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),33.89,105.76,15.48,7.72,15.85,0.92,4.73,Mumbai,104.1626846
26-04-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),35.04,110.64,15.29,7.47,16.12,1.14,4.85,Mumbai,107.4051007
27-04-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),40.07,124.65,15.81,9.29,16.66,1.15,5.63,Mumbai,116.7137584
28-04-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),48.65,158.5,20.63,9.62,17.48,1.2,7.6,Mumbai,139.204698
29-04-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),43.75,145.29,19.38,13.76,17.41,1.22,6.29,Mumbai,130.4275839
30-04-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),45.81,145.9,16.85,8.86,17.57,1.14,6.35,Mumbai,130.8328859
01-05-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),33.46,103.42,11.85,7.62,16.57,0.83,5.91,Mumbai,102.6079195
02-05-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),41.53,121.94,12.11,5.95,15.6,0.79,6.11,Mumbai,114.9131544
03-05-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),37.58,108.35,27.91,15.65,16.18,0.91,5.95,Mumbai,105.883557
04-05-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),29.03,84.91,10.05,10.39,15.99,0.87,5.16,Mumbai,84.91
05-05-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),25.12,72.66,25.29,21.28,16.17,0.87,5.05,Mumbai,72.66
06-05-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),22.92,68.51,12.84,16.85,15.48,0.78,4.31,Mumbai,68.51
07-05-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),23.86,72.65,14.51,17.08,15.48,0.72,4.57,Mumbai,72.65
08-05-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),23.7,77.09,12.56,14.2,15.27,0.73,4.56,Mumbai,77.09
09-05-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),20.05,63.6,13.92,14.69,15.57,0.77,4.18,Mumbai,63.6
10-05-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),22.9,73.2,11.09,11.04,15.3,0.87,4.16,Mumbai,73.2
11-05-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),25.24,83.68,10.33,16.54,15.42,0.91,4.05,Mumbai,83.68
12-05-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),22.49,74.7,10.12,16.05,15.21,0.84,4.26,Mumbai,74.7
13-05-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),32.4,114.53,19.31,36.15,19.78,1.35,4.6,Mumbai,109.9897315
14-05-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),49.48,131.62,12.82,20.53,16.81,1.5,6.13,Mumbai,121.3448322
15-05-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),40.61,117.57,20.33,18.67,16.93,1.35,7.77,Mumbai,112.0095973
16-05-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),35.18,109.36,13.13,13.02,16.4,1.05,5.36,Mumbai,106.5546309
17-05-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),28,82.93,14.8,9.29,16.29,1,6.17,Mumbai,82.93
18-05-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),28.57,80.8,9.38,4.22,15.72,0.78,5.4,Mumbai,80.8
19-05-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),26.1,74.26,5.2,5.21,15.41,0.7,5.01,Mumbai,74.26
20-05-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),18.98,54.22,5.56,5.51,15.28,0.63,4.57,Mumbai,54.22
21-05-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),23.4,74.3,10.43,4.36,15.37,0.75,4.47,Mumbai,74.3
22-05-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),22.85,67.17,2.93,3.8,15.5,0.71,8.2,Mumbai,67.17
23-05-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),24.66,68.07,,4.03,15.64,0.71,10.4,Mumbai,68.07
24-05-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),23.04,64.83,6.7,4.4,16.07,0.75,10.8,Mumbai,64.83
25-05-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),23.58,68.85,3.67,4.7,15.69,0.74,11.04,Mumbai,68.85
26-05-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),23.89,68.8,6.63,9.09,13.42,0.59,11.01,Mumbai,68.8
27-05-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),25.77,73.21,,10.91,14.43,0.64,11.42,Mumbai,73.21
28-05-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),22.74,64.75,,11.47,15.03,0.59,11.76,Mumbai,64.75
29-05-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),24.33,68.08,,10.02,14.32,0.53,11.81,Mumbai,68.08
30-05-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),28.14,75.3,,9.7,14.78,0.59,12.16,Mumbai,75.3
31-05-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),22.86,65.33,,10,14.76,0.66,12.81,Mumbai,65.33
01-06-2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),19.41,58.06,,11.36,14.79,0.68,12.92,Mumbai,58.06
